Taluka_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer
Amravati,Black,55,30,40,6.5,600,30,Groundnut,SSP
Amravati,Black,60,30,40,6.5,600,30,Groundnut,SSP
Amravati,Black,40,20,20,5.5,500,25,Groundnut,Chilated Micronutrient
Amravati,Black,45,20,20,5.5,500,25,Groundnut,Chilated Micronutrient
Amravati,Black,50,20,20,5.5,500,25,Groundnut,Chilated Micronutrient
Amravati,Black,40,30,30,6,600,30,Groundnut,Chilated Micronutrient
Amravati,Black,45,30,30,6,600,30,Groundnut,Chilated Micronutrient
Amravati,Black,50,30,30,6,600,30,Groundnut,Chilated Micronutrient
Amravati,Black,40,20,30,6.5,500,25,Groundnut,Chilated Micronutrient
Amravati,Black,45,20,30,6.5,500,25,Groundnut,Chilated Micronutrient
Amravati,Black,50,20,30,6.5,500,25,Groundnut,Chilated Micronutrient
Amravati,Black,40,30,20,7,600,30,Groundnut,SSP
Amravati,Black,45,30,20,7,600,30,Groundnut,SSP
Amravati,Black,50,30,20,7,600,30,Groundnut,SSP
Amravati,Dark Brown,120,60,40,6,500,20,Maize,Urea
Amravati,Dark Brown,125,60,40,6,500,20,Maize,Urea
Amravati,Dark Brown,130,60,40,6,500,20,Maize,Urea
Amravati,Dark Brown,135,60,40,6,500,20,Maize,Urea
Amravati,Dark Brown,140,60,40,6,500,20,Maize,Urea
Amravati,Dark Brown,145,60,40,6,500,20,Maize,Urea
Amravati,Dark Brown,150,60,40,6,500,20,Maize,Urea
Amravati,Dark Brown,120,65,45,6.5,600,25,Maize,Urea
Amravati,Dark Brown,125,65,45,6.5,600,25,Maize,Urea
Amravati,Dark Brown,130,65,45,6.5,600,25,Maize,Urea
Amravati,Dark Brown,135,65,45,6.5,600,25,Maize,Urea
Amravati,Dark Brown,140,65,45,6.5,600,25,Maize,Urea
Amravati,Dark Brown,145,65,45,6.5,600,25,Maize,Urea
Amravati,Dark Brown,150,65,45,6.5,600,25,Maize,Urea
Amravati,Dark Brown,120,70,50,7,700,30,Maize,Urea
Amravati,Dark Brown,125,70,50,7,700,30,Maize,Urea
Amravati,Dark Brown,130,70,50,7,700,30,Maize,Urea
Amravati,Dark Brown,135,70,50,7,700,30,Maize,Urea
Amravati,Dark Brown,140,70,50,7,700,30,Maize,Urea
Amravati,Dark Brown,145,70,50,7,700,30,Maize,Urea
Amravati,Dark Brown,150,70,50,7,700,30,Maize,Urea
Amravati,Dark Brown,120,75,55,7.5,500,20,Maize,Urea
Amravati,Dark Brown,125,75,55,7.5,500,20,Maize,Urea
Amravati,Dark Brown,130,75,55,7.5,500,20,Maize,Urea
Amravati,Dark Brown,135,75,55,7.5,500,20,Maize,Urea
Amravati,Dark Brown,140,75,55,7.5,500,20,Maize,Urea
Amravati,Dark Brown,145,75,55,7.5,500,20,Maize,Urea
Amravati,Dark Brown,150,75,55,7.5,500,20,Maize,Urea
Amravati,Dark Brown,120,80,60,6,600,25,Maize,Urea
Amravati,Dark Brown,125,80,60,6,600,25,Maize,Urea
Amravati,Dark Brown,130,80,60,6,600,25,Maize,Urea
Amravati,Dark Brown,135,80,60,6,600,25,Maize,Urea
Amravati,Dark Brown,140,80,60,6,600,25,Maize,Urea
Amravati,Dark Brown,145,80,60,6,600,25,Maize,Urea
Amravati,Dark Brown,150,80,60,6,600,25,Maize,Urea
Amravati,Dark Brown,120,60,45,6.5,700,30,Maize,SSP
Amravati,Dark Brown,125,60,45,6.5,700,30,Maize,SSP
Amravati,Dark Brown,130,60,45,6.5,700,30,Maize,SSP
Amravati,Dark Brown,135,60,45,6.5,700,30,Maize,SSP
Amravati,Dark Brown,140,60,45,6.5,700,30,Maize,SSP
Amravati,Dark Brown,145,60,45,6.5,700,30,Maize,SSP
Amravati,Dark Brown,150,60,45,6.5,700,30,Maize,SSP
Amravati,Dark Brown,120,65,50,7,500,20,Maize,SSP
Amravati,Dark Brown,125,65,50,7,500,20,Maize,SSP
Amravati,Dark Brown,130,65,50,7,500,20,Maize,SSP
Amravati,Dark Brown,135,65,50,7,500,20,Maize,SSP
Amravati,Dark Brown,140,65,50,7,500,20,Maize,SSP
Amravati,Dark Brown,145,65,50,7,500,20,Maize,SSP
Amravati,Dark Brown,150,65,50,7,500,20,Maize,SSP
Amravati,Dark Brown,120,70,55,7.5,600,25,Maize,SSP
Amravati,Dark Brown,125,70,55,7.5,600,25,Maize,SSP
Amravati,Dark Brown,130,70,55,7.5,600,25,Maize,SSP
Amravati,Dark Brown,135,70,55,7.5,600,25,Maize,SSP
Amravati,Dark Brown,140,70,55,7.5,600,25,Maize,SSP
Amravati,Dark Brown,145,70,55,7.5,600,25,Maize,SSP
Amravati,Dark Brown,150,70,55,7.5,600,25,Maize,SSP
Amravati,Dark Brown,120,75,60,6,700,30,Maize,SSP
Amravati,Dark Brown,125,75,60,6,700,30,Maize,SSP
Amravati,Dark Brown,130,75,60,6,700,30,Maize,SSP
Amravati,Dark Brown,135,75,60,6,700,30,Maize,SSP
Amravati,Dark Brown,140,75,60,6,700,30,Maize,SSP
Amravati,Dark Brown,145,75,60,6,700,30,Maize,SSP
Amravati,Dark Brown,150,75,60,6,700,30,Maize,SSP
Amravati,Dark Brown,120,80,40,6.5,500,20,Maize,SSP
Amravati,Dark Brown,125,80,40,6.5,500,20,Maize,SSP
Amravati,Dark Brown,130,80,40,6.5,500,20,Maize,SSP
Amravati,Dark Brown,135,80,40,6.5,500,20,Maize,SSP
Amravati,Dark Brown,140,80,40,6.5,500,20,Maize,SSP
Amravati,Dark Brown,145,80,40,6.5,500,20,Maize,SSP
Amravati,Dark Brown,150,80,40,6.5,500,20,Maize,SSP
Amravati,Dark Brown,120,60,50,7,600,25,Maize,MOP
Amravati,Dark Brown,125,60,50,7,600,25,Maize,MOP
Amravati,Dark Brown,130,60,50,7,600,25,Maize,MOP
Amravati,Dark Brown,135,60,50,7,600,25,Maize,MOP
Amravati,Dark Brown,140,60,50,7,600,25,Maize,MOP
Amravati,Dark Brown,145,60,50,7,600,25,Maize,MOP
Amravati,Dark Brown,150,60,50,7,600,25,Maize,MOP
Amravati,Dark Brown,120,65,55,7.5,700,30,Maize,MOP
Amravati,Dark Brown,125,65,55,7.5,700,30,Maize,MOP
Amravati,Dark Brown,130,65,55,7.5,700,30,Maize,MOP
Amravati,Dark Brown,135,65,55,7.5,700,30,Maize,MOP
Amravati,Dark Brown,140,65,55,7.5,700,30,Maize,MOP
Amravati,Dark Brown,145,65,55,7.5,700,30,Maize,MOP
Amravati,Dark Brown,150,65,55,7.5,700,30,Maize,MOP
Amravati,Dark Brown,120,70,60,6,500,20,Maize,MOP
Amravati,Dark Brown,125,70,60,6,500,20,Maize,MOP
Amravati,Dark Brown,130,70,60,6,500,20,Maize,MOP
Amravati,Dark Brown,135,70,60,6,500,20,Maize,MOP
Amravati,Dark Brown,140,70,60,6,500,20,Maize,MOP
Amravati,Dark Brown,145,70,60,6,500,20,Maize,MOP
Amravati,Dark Brown,150,70,60,6,500,20,Maize,MOP
Amravati,Dark Brown,120,75,40,6.5,600,25,Maize,MOP
Amravati,Dark Brown,125,75,40,6.5,600,25,Maize,MOP
Amravati,Dark Brown,130,75,40,6.5,600,25,Maize,MOP
Amravati,Dark Brown,135,75,40,6.5,600,25,Maize,MOP
Amravati,Dark Brown,140,75,40,6.5,600,25,Maize,MOP
Amravati,Dark Brown,145,75,40,6.5,600,25,Maize,MOP
Amravati,Dark Brown,150,75,40,6.5,600,25,Maize,MOP
Amravati,Dark Brown,120,80,45,7,700,30,Maize,MOP
Amravati,Dark Brown,125,80,45,7,700,30,Maize,MOP
Amravati,Dark Brown,130,80,45,7,700,30,Maize,MOP
Amravati,Dark Brown,135,80,45,7,700,30,Maize,MOP
Amravati,Dark Brown,140,80,45,7,700,30,Maize,MOP
Amravati,Dark Brown,145,80,45,7,700,30,Maize,MOP
Amravati,Dark Brown,150,80,45,7,700,30,Maize,MOP
Amravati,Dark Brown,120,60,55,7.5,500,20,Maize,Urea
Amravati,Dark Brown,125,60,55,7.5,500,20,Maize,Urea
Amravati,Dark Brown,130,60,55,7.5,500,20,Maize,Urea
Amravati,Dark Brown,135,60,55,7.5,500,20,Maize,Urea
Amravati,Dark Brown,140,60,55,7.5,500,20,Maize,Urea
Amravati,Dark Brown,145,60,55,7.5,500,20,Maize,Urea
Amravati,Dark Brown,150,60,55,7.5,500,20,Maize,Urea
Amravati,Dark Brown,120,65,60,6,600,25,Maize,Urea
Amravati,Dark Brown,125,65,60,6,600,25,Maize,Urea
Amravati,Dark Brown,130,65,60,6,600,25,Maize,Urea
Amravati,Dark Brown,135,65,60,6,600,25,Maize,Urea
Amravati,Dark Brown,140,65,60,6,600,25,Maize,Urea
Amravati,Dark Brown,145,65,60,6,600,25,Maize,Urea
Amravati,Dark Brown,150,65,60,6,600,25,Maize,Urea
Amravati,Dark Brown,120,70,40,6.5,700,30,Maize,Urea
Amravati,Dark Brown,125,70,40,6.5,700,30,Maize,Urea
Amravati,Dark Brown,130,70,40,6.5,700,30,Maize,Urea
Amravati,Dark Brown,135,70,40,6.5,700,30,Maize,Urea
Amravati,Dark Brown,140,70,40,6.5,700,30,Maize,Urea
Amravati,Dark Brown,145,70,40,6.5,700,30,Maize,Urea
Amravati,Dark Brown,150,70,40,6.5,700,30,Maize,Urea
Amravati,Dark Brown,120,75,45,7,500,20,Maize,Urea
Amravati,Dark Brown,125,75,45,7,500,20,Maize,Urea
Amravati,Dark Brown,130,75,45,7,500,20,Maize,Urea
Amravati,Dark Brown,135,75,45,7,500,20,Maize,Urea
Amravati,Dark Brown,140,75,45,7,500,20,Maize,Urea
Amravati,Dark Brown,145,75,45,7,500,20,Maize,Urea
Amravati,Dark Brown,150,75,45,7,500,20,Maize,Urea
Amravati,Dark Brown,120,80,50,7.5,600,25,Maize,Urea
Amravati,Dark Brown,125,80,50,7.5,600,25,Maize,Urea
Amravati,Dark Brown,130,80,50,7.5,600,25,Maize,Urea
Amravati,Dark Brown,135,80,50,7.5,600,25,Maize,Urea
Amravati,Dark Brown,140,80,50,7.5,600,25,Maize,Urea
Amravati,Dark Brown,145,80,50,7.5,600,25,Maize,Urea
Amravati,Dark Brown,150,80,50,7.5,600,25,Maize,Urea
Amravati,Dark Brown,120,60,60,6,700,30,Maize,SSP
Amravati,Dark Brown,125,60,60,6,700,30,Maize,SSP
Amravati,Dark Brown,130,60,60,6,700,30,Maize,SSP
Amravati,Dark Brown,135,60,60,6,700,30,Maize,SSP
Amravati,Dark Brown,140,60,60,6,700,30,Maize,SSP
Amravati,Dark Brown,145,60,60,6,700,30,Maize,SSP
Amravati,Dark Brown,150,60,60,6,700,30,Maize,SSP
Amravati,Dark Brown,120,65,40,6.5,500,20,Maize,SSP
Amravati,Dark Brown,125,65,40,6.5,500,20,Maize,SSP
Amravati,Black,130,65,40,6.5,500,20,Maize,SSP
Amravati,Black,135,65,40,6.5,500,20,Maize,SSP
Amravati,Black,140,65,40,6.5,500,20,Maize,SSP
Amravati,Black,145,65,40,6.5,500,20,Maize,SSP
Amravati,Black,150,65,40,6.5,500,20,Maize,SSP
Amravati,Black,120,70,45,7,600,25,Maize,SSP
Amravati,Black,125,70,45,7,600,25,Maize,SSP
Amravati,Black,130,70,45,7,600,25,Maize,SSP
Amravati,Black,135,70,45,7,600,25,Maize,SSP
Amravati,Black,140,70,45,7,600,25,Maize,SSP
Amravati,Black,145,70,45,7,600,25,Maize,SSP
Amravati,Black,150,70,45,7,600,25,Maize,SSP
Amravati,Black,120,75,50,7.5,700,30,Maize,SSP
Amravati,Black,125,75,50,7.5,700,30,Maize,SSP
Amravati,Black,130,75,50,7.5,700,30,Maize,SSP
Amravati,Black,135,75,50,7.5,700,30,Maize,SSP
Amravati,Black,140,75,50,7.5,700,30,Maize,SSP
Amravati,Black,145,75,50,7.5,700,30,Maize,SSP
Amravati,Black,150,75,50,7.5,700,30,Maize,SSP
Amravati,Black,120,80,55,6,500,20,Maize,SSP
Amravati,Black,125,80,55,6,500,20,Maize,SSP
Amravati,Black,130,80,55,6,500,20,Maize,SSP
Amravati,Black,135,80,55,6,500,20,Maize,SSP
Amravati,Black,140,80,55,6,500,20,Maize,SSP
Amravati,Black,145,80,55,6,500,20,Maize,SSP
Amravati,Black,150,80,55,6,500,20,Maize,SSP
Amravati,Black,40,20,20,5.5,300,20,Tur,Urea
Amravati,Black,45,20,20,5.5,300,20,Tur,Urea
Amravati,Black,50,20,20,5.5,300,20,Tur,Urea
Amravati,Black,40,25,25,6,400,25,Tur,Urea
Amravati,Black,45,25,25,6,400,25,Tur,Urea
Amravati,Black,50,25,25,6,400,25,Tur,Urea
Amravati,Black,40,30,30,6.5,300,30,Tur,Urea
Amravati,Black,45,30,30,6.5,300,30,Tur,Urea
Amravati,Black,50,30,30,6.5,300,30,Tur,Urea
Amravati,Black,40,20,25,5.5,400,20,Tur,MOP
Amravati,Black,45,20,25,5.5,400,20,Tur,MOP
Amravati,Black,50,20,25,5.5,400,20,Tur,MOP
Amravati,Black,40,25,30,6,300,25,Tur,MOP
Amravati,Black,45,25,30,6,300,25,Tur,MOP
Amravati,Black,50,25,30,6,300,25,Tur,MOP
Amravati,Black,40,30,20,6.5,400,30,Tur,MOP
Amravati,Black,45,30,20,6.5,400,30,Tur,MOP
Amravati,Black,50,30,20,6.5,400,30,Tur,MOP
Amravati,Black,40,20,30,5.5,300,20,Tur,SSP
Amravati,Black,45,20,30,5.5,300,20,Tur,SSP
Amravati,Black,50,20,30,5.5,300,20,Tur,SSP
Amravati,Black,40,25,20,6,400,25,Tur,SSP
Amravati,Black,45,25,20,6,400,25,Tur,SSP
Amravati,Black,50,25,20,6,400,25,Tur,SSP
Amravati,Black,40,30,25,6.5,300,30,Tur,SSP
Amravati,Black,45,30,25,6.5,300,30,Tur,SSP
Amravati,Black,50,30,25,6.5,300,30,Tur,SSP
Amravati,Black,20,30,20,6,800,20,Urad,Urea
Amravati,Black,25,30,20,6,800,20,Urad,Urea
Amravati,Black,30,30,20,6,800,20,Urad,Urea
Amravati,Black,20,35,25,6.5,900,25,Urad,Urea
Amravati,Black,25,35,25,6.5,900,25,Urad,Urea
Amravati,Black,30,35,25,6.5,900,25,Urad,Urea
Amravati,Black,20,40,30,7,1000,20,Urad,Urea
Amravati,Black,25,40,30,7,1000,20,Urad,Urea
Amravati,Black,30,40,30,7,1000,20,Urad,Urea
Amravati,Black,20,30,25,6,800,25,Urad,SSP
Amravati,Black,25,30,25,6,800,25,Urad,SSP
Amravati,Black,30,30,25,6,800,25,Urad,SSP
Amravati,Black,20,35,30,6.5,900,20,Urad,SSP
Amravati,Black,25,35,30,6.5,900,20,Urad,SSP
Amravati,Black,30,35,30,6.5,900,20,Urad,SSP
Amravati,Black,20,40,20,7,1000,25,Urad,SSP
Amravati,Black,25,40,20,7,1000,25,Urad,SSP
Amravati,Black,30,40,20,7,1000,25,Urad,SSP
Amravati,Black,20,30,30,6,800,20,Urad,DAP
Amravati,Black,25,30,30,6,800,20,Urad,DAP
Amravati,Black,30,30,30,6,800,20,Urad,DAP
Amravati,Black,20,35,20,6.5,900,25,Urad,DAP
Amravati,Black,25,35,20,6.5,900,25,Urad,DAP
Amravati,Black,30,35,20,6.5,900,25,Urad,DAP
Amravati,Black,20,40,25,7,1000,20,Urad,DAP
Amravati,Black,25,40,25,7,1000,20,Urad,DAP
Amravati,Black,30,40,25,7,1000,20,Urad,DAP
Amravati,Black,20,10,5,6,600,25,Moong,MOP
Amravati,Black,25,10,5,6,600,25,Moong,MOP
Amravati,Black,30,10,5,6,600,25,Moong,MOP
Amravati,Black,20,15,10,6.5,700,30,Moong,MOP
Amravati,Black,25,15,10,6.5,700,30,Moong,MOP
Amravati,Black,30,15,10,6.5,700,30,Moong,MOP
Amravati,Black,20,20,15,7,800,35,Moong,MOP
Amravati,Black,25,20,15,7,800,35,Moong,MOP
Amravati,Black,30,20,15,7,800,35,Moong,MOP
Amravati,Light Brown,20,10,10,6,600,25,Moong,Urea
Amravati,Light Brown,25,10,10,6,600,25,Moong,Urea
Amravati,Light Brown,30,10,10,6,600,25,Moong,Urea
Amravati,Light Brown,20,15,15,6.5,700,30,Moong,Urea
Amravati,Light Brown,25,15,15,6.5,700,30,Moong,Urea
Amravati,Light Brown,30,15,15,6.5,700,30,Moong,Urea
Amravati,Light Brown,20,20,5,7,800,35,Moong,Urea
Amravati,Light Brown,25,20,5,7,800,35,Moong,Urea
Amravati,Light Brown,30,20,5,7,800,35,Moong,Urea
Amravati,Light Brown,20,10,15,6,600,25,Moong,SSP
Amravati,Light Brown,25,10,15,6,600,25,Moong,SSP
Amravati,Light Brown,30,10,15,6,600,25,Moong,SSP
Amravati,Light Brown,20,15,5,6.5,700,30,Moong,SSP
Amravati,Light Brown,25,15,5,6.5,700,30,Moong,SSP
Amravati,Light Brown,30,15,5,6.5,700,30,Moong,SSP
Amravati,Light Brown,20,20,10,7,800,35,Moong,SSP
Amravati,Light Brown,25,20,10,7,800,35,Moong,SSP
Amravati,Light Brown,30,20,10,7,800,35,Moong,SSP
Amravati,Black,40,25,10,6,600,20,Gram,18:46:00 NPK
Amravati,Black,45,25,10,6,600,20,Gram,18:46:00 NPK
Amravati,Black,50,25,10,6,600,20,Gram,18:46:00 NPK
Amravati,Black,40,30,15,6.5,700,25,Gram,18:46:00 NPK
Amravati,Black,45,30,15,6.5,700,25,Gram,18:46:00 NPK
Amravati,Black,50,30,15,6.5,700,25,Gram,18:46:00 NPK
Amravati,Black,40,25,15,6,600,20,Gram,Sulphur
Amravati,Black,45,25,15,6,600,20,Gram,Sulphur
Amravati,Black,50,25,15,6,600,20,Gram,Sulphur
Amravati,Black,40,30,10,6.5,700,25,Gram,Sulphur
Amravati,Black,45,30,10,6.5,700,25,Gram,Sulphur
Amravati,Black,50,30,10,6.5,700,25,Gram,Sulphur
Amravati,Medium Brown,40,20,20,6,600,20,Masoor,Urea
Amravati,Medium Brown,45,20,20,6,600,20,Masoor,Urea
Amravati,Medium Brown,50,20,20,6,600,20,Masoor,Urea
Amravati,Medium Brown,40,25,25,6.5,700,25,Masoor,Urea
Amravati,Medium Brown,45,25,25,6.5,700,25,Masoor,Urea
Amravati,Medium Brown,50,25,25,6.5,700,25,Masoor,Urea
Amravati,Medium Brown,40,20,25,6,600,20,Masoor,DAP
Amravati,Medium Brown,45,20,25,6,600,20,Masoor,DAP
Amravati,Medium Brown,50,20,25,6,600,20,Masoor,DAP
Amravati,Medium Brown,40,25,20,6.5,700,25,Masoor,DAP
Amravati,Medium Brown,45,25,20,6.5,700,25,Masoor,DAP
Amravati,Medium Brown,50,25,20,6.5,700,25,Masoor,DAP
Morshi,Black,100,60,60,7.5,500,10,Cotton,Magnesium Sulphate
Morshi,Black,105,60,60,7.5,500,10,Cotton,Magnesium Sulphate
Morshi,Black,110,60,60,7.5,500,10,Cotton,Magnesium Sulphate
Morshi,Black,115,60,60,7.5,500,10,Cotton,Magnesium Sulphate
Morshi,Black,120,60,60,7.5,500,10,Cotton,Magnesium Sulphate
Morshi,Black,100,65,65,8,600,15,Cotton,Magnesium Sulphate
Morshi,Black,105,65,65,8,600,15,Cotton,Magnesium Sulphate
Morshi,Black,110,65,65,8,600,15,Cotton,Magnesium Sulphate
Morshi,Black,115,65,65,8,600,15,Cotton,Magnesium Sulphate
Morshi,Black,120,65,65,8,600,15,Cotton,Magnesium Sulphate
Morshi,Black,100,70,70,8.5,500,20,Cotton,Magnesium Sulphate
Morshi,Black,105,70,70,8.5,500,20,Cotton,Magnesium Sulphate
Morshi,Black,110,70,70,8.5,500,20,Cotton,Magnesium Sulphate
Morshi,Black,115,70,70,8.5,500,20,Cotton,Magnesium Sulphate
Morshi,Black,120,70,70,8.5,500,20,Cotton,Magnesium Sulphate
Morshi,Black,100,75,75,7.5,600,25,Cotton,Magnesium Sulphate
Morshi,Black,105,75,75,7.5,600,25,Cotton,Magnesium Sulphate
Morshi,Black,110,75,75,7.5,600,25,Cotton,Magnesium Sulphate
Morshi,Black,115,75,75,7.5,600,25,Cotton,Magnesium Sulphate
Morshi,Black,120,75,75,7.5,600,25,Cotton,Magnesium Sulphate
Morshi,Black,100,80,80,8,500,30,Cotton,Magnesium Sulphate
Morshi,Black,105,80,80,8,500,30,Cotton,Magnesium Sulphate
Morshi,Black,110,80,80,8,500,30,Cotton,Magnesium Sulphate
Morshi,Black,115,80,80,8,500,30,Cotton,Magnesium Sulphate
Morshi,Black,120,80,80,8,500,30,Cotton,Magnesium Sulphate
Morshi,Black,100,60,65,8.5,600,10,Cotton,DAP
Morshi,Black,105,60,65,8.5,600,10,Cotton,DAP
Morshi,Black,110,60,65,8.5,600,10,Cotton,DAP
Morshi,Black,115,60,65,8.5,600,10,Cotton,DAP
Morshi,Black,120,60,65,8.5,600,10,Cotton,DAP
Morshi,Black,100,65,70,7.5,500,15,Cotton,DAP
Morshi,Black,105,65,70,7.5,500,15,Cotton,DAP
Morshi,Black,110,65,70,7.5,500,15,Cotton,DAP
Morshi,Black,115,65,70,7.5,500,15,Cotton,DAP
Morshi,Black,120,65,70,7.5,500,15,Cotton,DAP
Morshi,Black,100,70,75,8,600,20,Cotton,DAP
Morshi,Black,105,70,75,8,600,20,Cotton,DAP
Morshi,Black,110,70,75,8,600,20,Cotton,DAP
Morshi,Black,115,70,75,8,600,20,Cotton,DAP
Morshi,Black,120,70,75,8,600,20,Cotton,DAP
Morshi,Black,100,75,80,8.5,500,25,Cotton,DAP
Morshi,Black,105,75,80,8.5,500,25,Cotton,DAP
Morshi,Black,110,75,80,8.5,500,25,Cotton,DAP
Morshi,Black,115,75,80,8.5,500,25,Cotton,DAP
Morshi,Black,120,75,80,8.5,500,25,Cotton,DAP
Morshi,Black,100,80,60,7.5,600,30,Cotton,DAP
Morshi,Black,105,80,60,7.5,600,30,Cotton,DAP
Morshi,Black,110,80,60,7.5,600,30,Cotton,DAP
Morshi,Black,115,80,60,7.5,600,30,Cotton,DAP
Morshi,Black,120,80,60,7.5,600,30,Cotton,DAP
Morshi,Black,100,60,70,8,500,10,Cotton,12:32:16 NPK
Morshi,Black,105,60,70,8,500,10,Cotton,12:32:16 NPK
Morshi,Black,110,60,70,8,500,10,Cotton,12:32:16 NPK
Morshi,Black,115,60,70,8,500,10,Cotton,12:32:16 NPK
Morshi,Black,120,60,70,8,500,10,Cotton,12:32:16 NPK
Morshi,Black,100,65,75,8.5,600,15,Cotton,12:32:16 NPK
Morshi,Black,105,65,75,8.5,600,15,Cotton,12:32:16 NPK
Morshi,Black,110,65,75,8.5,600,15,Cotton,12:32:16 NPK
Morshi,Black,115,65,75,8.5,600,15,Cotton,12:32:16 NPK
Morshi,Black,120,65,75,8.5,600,15,Cotton,12:32:16 NPK
Morshi,Black,100,70,80,7.5,500,20,Cotton,12:32:16 NPK
Morshi,Black,105,70,80,7.5,500,20,Cotton,12:32:16 NPK
Morshi,Black,110,70,80,7.5,500,20,Cotton,12:32:16 NPK
Morshi,Black,115,70,80,7.5,500,20,Cotton,12:32:16 NPK
Morshi,Black,120,70,80,7.5,500,20,Cotton,12:32:16 NPK
Morshi,Black,100,75,60,8,600,25,Cotton,12:32:16 NPK
Morshi,Black,105,75,60,8,600,25,Cotton,12:32:16 NPK
Morshi,Black,110,75,60,8,600,25,Cotton,12:32:16 NPK
Morshi,Black,115,75,60,8,600,25,Cotton,12:32:16 NPK
Morshi,Black,120,75,60,8,600,25,Cotton,12:32:16 NPK
Morshi,Black,100,80,65,8.5,500,30,Cotton,12:32:16 NPK
Morshi,Black,105,80,65,8.5,500,30,Cotton,12:32:16 NPK
Morshi,Black,110,80,65,8.5,500,30,Cotton,12:32:16 NPK
Morshi,Black,115,80,65,8.5,500,30,Cotton,12:32:16 NPK
Morshi,Black,120,80,65,8.5,500,30,Cotton,12:32:16 NPK
Morshi,Black,100,60,75,7.5,600,10,Cotton,Magnesium Sulphate
Morshi,Black,105,60,75,7.5,600,10,Cotton,Magnesium Sulphate
Morshi,Black,110,60,75,7.5,600,10,Cotton,Magnesium Sulphate
Morshi,Black,115,60,75,7.5,600,10,Cotton,Magnesium Sulphate
Morshi,Black,120,60,75,7.5,600,10,Cotton,Magnesium Sulphate
Morshi,Black,100,65,80,8,500,15,Cotton,Magnesium Sulphate
Morshi,Black,105,65,80,8,500,15,Cotton,Magnesium Sulphate
Morshi,Black,110,65,80,8,500,15,Cotton,Magnesium Sulphate
Morshi,Black,115,65,80,8,500,15,Cotton,Magnesium Sulphate
Morshi,Black,120,65,80,8,500,15,Cotton,Magnesium Sulphate
Morshi,Black,100,70,60,8.5,600,20,Cotton,Magnesium Sulphate
Morshi,Black,105,70,60,8.5,600,20,Cotton,Magnesium Sulphate
Morshi,Black,110,70,60,8.5,600,20,Cotton,Magnesium Sulphate
Morshi,Black,115,70,60,8.5,600,20,Cotton,Magnesium Sulphate
Morshi,Black,120,70,60,8.5,600,20,Cotton,Magnesium Sulphate
Morshi,Black,100,75,65,7.5,500,25,Cotton,Magnesium Sulphate
Morshi,Black,105,75,65,7.5,500,25,Cotton,Magnesium Sulphate
Morshi,Black,110,75,65,7.5,500,25,Cotton,Magnesium Sulphate
Morshi,Black,115,75,65,7.5,500,25,Cotton,Magnesium Sulphate
Morshi,Black,120,75,65,7.5,500,25,Cotton,Magnesium Sulphate
Morshi,Black,100,80,70,8,600,30,Cotton,Magnesium Sulphate
Morshi,Black,105,80,70,8,600,30,Cotton,Magnesium Sulphate
Morshi,Black,110,80,70,8,600,30,Cotton,Magnesium Sulphate
Morshi,Black,115,80,70,8,600,30,Cotton,Magnesium Sulphate
Morshi,Black,120,80,70,8,600,30,Cotton,Magnesium Sulphate
Morshi,Black,100,60,80,8.5,500,10,Cotton,DAP
Morshi,Black,105,60,80,8.5,500,10,Cotton,DAP
Morshi,Black,110,60,80,8.5,500,10,Cotton,DAP
Morshi,Black,115,60,80,8.5,500,10,Cotton,DAP
Morshi,Black,120,60,80,8.5,500,10,Cotton,DAP
Morshi,Black,100,65,60,7.5,600,15,Cotton,DAP
Morshi,Black,105,65,60,7.5,600,15,Cotton,DAP
Morshi,Black,110,65,60,7.5,600,15,Cotton,DAP
Morshi,Black,115,65,60,7.5,600,15,Cotton,DAP
Morshi,Black,120,65,60,7.5,600,15,Cotton,DAP
Morshi,Black,100,70,65,8,500,20,Cotton,DAP
Morshi,Black,105,70,65,8,500,20,Cotton,DAP
Morshi,Black,110,70,65,8,500,20,Cotton,DAP
Morshi,Black,115,70,65,8,500,20,Cotton,DAP
Morshi,Black,120,70,65,8,500,20,Cotton,DAP
Morshi,Black,100,75,70,8.5,600,25,Cotton,DAP
Morshi,Black,105,75,70,8.5,600,25,Cotton,DAP
Morshi,Black,110,75,70,8.5,600,25,Cotton,DAP
Morshi,Black,115,75,70,8.5,600,25,Cotton,DAP
Morshi,Black,120,75,70,8.5,600,25,Cotton,DAP
Morshi,Black,100,80,75,7.5,500,30,Cotton,DAP
Morshi,Black,105,80,75,7.5,500,30,Cotton,DAP
Morshi,Black,110,80,75,7.5,500,30,Cotton,DAP
Morshi,Black,115,80,75,7.5,500,30,Cotton,DAP
Morshi,Black,120,80,75,7.5,500,30,Cotton,DAP
Morshi,Red,50,30,20,6.5,600,20,Jowar,10:26:26 NPK
Morshi,Red,55,30,20,6.5,600,20,Jowar,10:26:26 NPK
Morshi,Red,60,30,20,6.5,600,20,Jowar,10:26:26 NPK
Morshi,Red,50,35,25,7,700,25,Jowar,10:26:26 NPK
Morshi,Red,55,35,25,7,700,25,Jowar,10:26:26 NPK
Morshi,Red,60,35,25,7,700,25,Jowar,10:26:26 NPK
Morshi,Red,50,40,30,7.5,600,30,Jowar,10:26:26 NPK
